cruise,ship,haul,collection,latitude,longitude,stop_latitude,stop_longitude,time,haulback_time,surface_temp,surface_temp_method,ship_spd_through_water,itis_tsn,scientific_name,subsample_count,subsample_weight,remaining_weight
200307,FR,6,2008,43.004,-125.3083,43.002,-125.3031,2003-07-09T08:58:00Z,2003-07-09T09:28:00Z,13.4,"bucket         ",3.6,164792,Merluccius productus,NaN,1500.0,NaN
200307,FR,6,2008,43.004,-125.3083,43.002,-125.3031,2003-07-09T08:58:00Z,2003-07-09T09:28:00Z,13.4,"bucket         ",3.6,168586,Trachurus symmetricus,NaN,0.5,NaN
200307,FR,6,2008,43.004,-125.3083,43.002,-125.3031,2003-07-09T08:58:00Z,2003-07-09T09:28:00Z,13.4,"bucket         ",3.6,172510,Icichthys lockingtoni,2,0.1,NaN
200307,FR,7,2009,43.9993,-125.3766,43.9995,-125.3253,2003-07-10T03:45:00Z,2003-07-10T04:15:00Z,17.3,"bucket         ",3.5,160424,Prionace glauca,1,50.0,NaN
200307,FR,7,2009,43.9993,-125.3766,43.9995,-125.3253,2003-07-10T03:45:00Z,2003-07-10T04:15:00Z,17.3,"bucket         ",3.5,161828,Engraulis mordax,NaN,0.4,NaN
200307,FR,7,2009,43.9993,-125.3766,43.9995,-125.3253,2003-07-10T03:45:00Z,2003-07-10T04:15:00Z,17.3,"bucket         ",3.5,172419,Thunnus alalunga,2,9.1,NaN
200307,FR,7,2009,43.9993,-125.3766,43.9995,-125.3253,2003-07-10T03:45:00Z,2003-07-10T04:15:00Z,17.3,"bucket         ",3.5,202423,Animalia,NaN,1.06,NaN
200307,FR,8,2010,43.9988,-125.1018,43.9998,-125.024,2003-07-10T05:41:00Z,2003-07-10T06:11:00Z,15.3,"bucket         ",3.5,82367,Teuthida,NaN,3.4,NaN
200307,FR,8,2010,43.9988,-125.1018,43.9998,-125.024,2003-07-10T05:41:00Z,2003-07-10T06:11:00Z,15.3,"bucket         ",3.5,162575,Myctophidae,NaN,10.2,NaN
200307,FR,8,2010,43.9988,-125.1018,43.9998,-125.024,2003-07-10T05:41:00Z,2003-07-10T06:11:00Z,15.3,"bucket         ",3.5,168586,Trachurus symmetricus,15,29.5,NaN
200307,FR,9,2011,43.983,-125.0215,44.0095,-124.9588,2003-07-10T06:36:00Z,2003-07-10T07:06:00Z,13.8,"bucket         ",3.5,160424,Prionace glauca,2,100.0,NaN
200307,FR,9,2011,43.983,-125.0215,44.0095,-124.9588,2003-07-10T06:36:00Z,2003-07-10T07:06:00Z,13.8,"bucket         ",3.5,161729,Sardinops sagax,51,9.527,NaN
200307,FR,9,2011,43.983,-125.0215,44.0095,-124.9588,2003-07-10T06:36:00Z,2003-07-10T07:06:00Z,13.8,"bucket         ",3.5,164792,Merluccius productus,NaN,72.0,NaN
200307,FR,9,2011,43.983,-125.0215,44.0095,-124.9588,2003-07-10T06:36:00Z,2003-07-10T07:06:00Z,13.8,"bucket         ",3.5,168586,Trachurus symmetricus,NaN,18.0,NaN
200307,FR,9,2011,43.983,-125.0215,44.0095,-124.9588,2003-07-10T06:36:00Z,2003-07-10T07:06:00Z,13.8,"bucket         ",3.5,172412,Scomber japonicus,25,5.0,NaN
200307,FR,9,2011,43.983,-125.0215,44.0095,-124.9588,2003-07-10T06:36:00Z,2003-07-10T07:06:00Z,13.8,"bucket         ",3.5,551209,Clupea pallasii,1,0.08,NaN
200307,FR,10,2012,44.0065,-124.9448,43.9998,-124.8973,2003-07-10T07:35:00Z,2003-07-10T08:05:00Z,13.6,"bucket         ",3.5,161729,Sardinops sagax,1,0.159,NaN
200307,FR,10,2012,44.0065,-124.9448,43.9998,-124.8973,2003-07-10T07:35:00Z,2003-07-10T08:05:00Z,13.6,"bucket         ",3.5,164792,Merluccius productus,NaN,454.5,NaN
200307,FR,10,2012,44.0065,-124.9448,43.9998,-124.8973,2003-07-10T07:35:00Z,2003-07-10T08:05:00Z,13.6,"bucket         ",3.5,168586,Trachurus symmetricus,NaN,90.9,NaN
200307,FR,10,2012,44.0065,-124.9448,43.9998,-124.8973,2003-07-10T07:35:00Z,2003-07-10T08:05:00Z,13.6,"bucket         ",3.5,551209,Clupea pallasii,2,0.1,NaN
200307,FR,11,2013,45.9993,-124.2613,45.9996,-124.3153,2003-07-12T07:52:00Z,2003-07-12T08:22:00Z,16.9,"bucket         ",3.5,161729,Sardinops sagax,50,9.745,217.527
200307,FR,11,2013,45.9993,-124.2613,45.9996,-124.3153,2003-07-12T07:52:00Z,2003-07-12T08:22:00Z,16.9,"bucket         ",3.5,161974,Oncorhynchus,10,10.0,NaN
200307,FR,11,2013,45.9993,-124.2613,45.9996,-124.3153,2003-07-12T07:52:00Z,2003-07-12T08:22:00Z,16.9,"bucket         ",3.5,164792,Merluccius productus,NaN,318.2,NaN
200307,FR,12,2014,45.9983,-124.3483,46.0021,-124.3966,2003-07-12T09:24:00Z,2003-07-12T09:54:00Z,16.5,"bucket         ",3.5,161702,Alosa sapidissima,1,0.2,NaN
200307,FR,12,2014,45.9983,-124.3483,46.0021,-124.3966,2003-07-12T09:24:00Z,2003-07-12T09:54:00Z,16.5,"bucket         ",3.5,161729,Sardinops sagax,50,10.241,37.486
200307,FR,12,2014,45.9983,-124.3483,46.0021,-124.3966,2003-07-12T09:24:00Z,2003-07-12T09:54:00Z,16.5,"bucket         ",3.5,161974,Oncorhynchus,10,10.0,NaN
200307,FR,12,2014,45.9983,-124.3483,46.0021,-124.3966,2003-07-12T09:24:00Z,2003-07-12T09:54:00Z,16.5,"bucket         ",3.5,164792,Merluccius productus,NaN,675.0,NaN
200307,FR,12,2014,45.9983,-124.3483,46.0021,-124.3966,2003-07-12T09:24:00Z,2003-07-12T09:54:00Z,16.5,"bucket         ",3.5,168586,Trachurus symmetricus,20,15.0,NaN
200307,FR,13,2015,45.9986,-124.4251,45.9995,-124.4445,2003-07-12T11:09:00Z,2003-07-12T11:24:00Z,16.2,"bucket         ",3.5,161828,Engraulis mordax,5,0.05,NaN
200307,FR,13,2015,45.9986,-124.4251,45.9995,-124.4445,2003-07-12T11:09:00Z,2003-07-12T11:24:00Z,16.2,"bucket         ",3.5,161974,Oncorhynchus,2,1.0,NaN
200307,FR,13,2015,45.9986,-124.4251,45.9995,-124.4445,2003-07-12T11:09:00Z,2003-07-12T11:24:00Z,16.2,"bucket         ",3.5,168586,Trachurus symmetricus,2,1.5,NaN
200307,FR,13,2015,45.9986,-124.4251,45.9995,-124.4445,2003-07-12T11:09:00Z,2003-07-12T11:24:00Z,16.2,"bucket         ",3.5,202423,Animalia,NaN,9.1,NaN
200307,FR,15,2017,47.0003,-125.1691,47.0013,-125.123,2003-07-14T04:34:00Z,2003-07-14T05:04:00Z,16.4,"bucket         ",3.5,51483,Scyphozoa,NaN,5.2,NaN
200307,FR,15,2017,47.0003,-125.1691,47.0013,-125.123,2003-07-14T04:34:00Z,2003-07-14T05:04:00Z,16.4,"bucket         ",3.5,162575,Myctophidae,NaN,5.2,NaN
200307,FR,16,2018,47.0001,-125.091,47.0015,-125.0441,2003-07-14T05:34:00Z,2003-07-14T06:04:00Z,15.4,"bucket         ",3.1,162575,Myctophidae,NaN,5.6,NaN
200307,FR,16,2018,47.0001,-125.091,47.0015,-125.0441,2003-07-14T05:34:00Z,2003-07-14T06:04:00Z,15.4,"bucket         ",3.1,202423,Animalia,NaN,2.4,NaN
200307,FR,17,2019,47.0001,-124.988,47.0001,-124.9353,2003-07-14T06:38:00Z,2003-07-14T07:08:00Z,16.1,"bucket         ",3.2,159910,Lamna ditropis,1,55.0,NaN
200307,FR,17,2019,47.0001,-124.988,47.0001,-124.9353,2003-07-14T06:38:00Z,2003-07-14T07:08:00Z,16.1,"bucket         ",3.2,160424,Prionace glauca,1,34.0,NaN
200307,FR,17,2019,47.0001,-124.988,47.0001,-124.9353,2003-07-14T06:38:00Z,2003-07-14T07:08:00Z,16.1,"bucket         ",3.2,914154,Bilateria,NaN,6.4,NaN
200307,FR,18,2020,47.0005,-124.8333,47.0,-124.78,2003-07-14T07:52:00Z,2003-07-14T08:22:00Z,16.3,"bucket         ",3.4,168586,Trachurus symmetricus,10,14.0,NaN
200307,FR,18,2020,47.0005,-124.8333,47.0,-124.78,2003-07-14T07:52:00Z,2003-07-14T08:22:00Z,16.3,"bucket         ",3.4,551209,Clupea pallasii,NaN,181.0,NaN
200307,FR,19,2021,46.9995,-124.736,47.0005,-124.6765,2003-07-14T08:54:00Z,2003-07-14T09:24:00Z,16.3,"bucket         ",3.4,51483,Scyphozoa,NaN,22.7,NaN
200307,FR,19,2021,46.9995,-124.736,47.0005,-124.6765,2003-07-14T08:54:00Z,2003-07-14T09:24:00Z,16.3,"bucket         ",3.4,164792,Merluccius productus,NaN,22.7,NaN
200307,FR,19,2021,46.9995,-124.736,47.0005,-124.6765,2003-07-14T08:54:00Z,2003-07-14T09:24:00Z,16.3,"bucket         ",3.4,168586,Trachurus symmetricus,10,14.0,NaN
200307,FR,19,2021,46.9995,-124.736,47.0005,-124.6765,2003-07-14T08:54:00Z,2003-07-14T09:24:00Z,16.3,"bucket         ",3.4,551209,Clupea pallasii,NaN,68.2,NaN
200307,FR,20,2022,46.995,-124.6356,46.9985,-124.5803,2003-07-14T09:51:00Z,2003-07-14T10:21:00Z,15.3,"bucket         ",3.4,159786,Elasmobranchii,2,70.0,NaN
200307,FR,20,2022,46.995,-124.6356,46.9985,-124.5803,2003-07-14T09:51:00Z,2003-07-14T10:21:00Z,15.3,"bucket         ",3.4,161729,Sardinops sagax,22,3.984,NaN
200307,FR,20,2022,46.995,-124.6356,46.9985,-124.5803,2003-07-14T09:51:00Z,2003-07-14T10:21:00Z,15.3,"bucket         ",3.4,161828,Engraulis mordax,NaN,109.0,NaN
200307,FR,20,2022,46.995,-124.6356,46.9985,-124.5803,2003-07-14T09:51:00Z,2003-07-14T10:21:00Z,15.3,"bucket         ",3.4,164792,Merluccius productus,NaN,109.0,NaN
200307,FR,20,2022,46.995,-124.6356,46.9985,-124.5803,2003-07-14T09:51:00Z,2003-07-14T10:21:00Z,15.3,"bucket         ",3.4,551209,Clupea pallasii,NaN,54.4,NaN
200307,FR,21,2023,48.0003,-124.9006,48.0001,-124.9493,2003-07-15T03:28:00Z,2003-07-15T03:58:00Z,15.6,"bucket         ",3.6,160181,Galeorhinus galeus,1,55.0,NaN
200307,FR,21,2023,48.0003,-124.9006,48.0001,-124.9493,2003-07-15T03:28:00Z,2003-07-15T03:58:00Z,15.6,"bucket         ",3.6,161729,Sardinops sagax,22,4.55,NaN
200307,FR,21,2023,48.0003,-124.9006,48.0001,-124.9493,2003-07-15T03:28:00Z,2003-07-15T03:58:00Z,15.6,"bucket         ",3.6,161974,Oncorhynchus,2,2.0,NaN
200307,FR,21,2023,48.0003,-124.9006,48.0001,-124.9493,2003-07-15T03:28:00Z,2003-07-15T03:58:00Z,15.6,"bucket         ",3.6,168586,Trachurus symmetricus,10,4.5,NaN
200307,FR,21,2023,48.0003,-124.9006,48.0001,-124.9493,2003-07-15T03:28:00Z,2003-07-15T03:58:00Z,15.6,"bucket         ",3.6,172921,Parophrys vetulus,1,0.1,NaN
200307,FR,21,2023,48.0003,-124.9006,48.0001,-124.9493,2003-07-15T03:28:00Z,2003-07-15T03:58:00Z,15.6,"bucket         ",3.6,551209,Clupea pallasii,NaN,45.0,NaN
200307,FR,22,2024,48.0,-124.9648,47.9975,-124.9143,2003-07-15T04:25:00Z,2003-07-15T04:55:00Z,15.4,"bucket         ",3.4,161729,Sardinops sagax,50,9.738,2101.0
200307,FR,22,2024,48.0,-124.9648,47.9975,-124.9143,2003-07-15T04:25:00Z,2003-07-15T04:55:00Z,15.4,"bucket         ",3.4,168586,Trachurus symmetricus,NaN,22.6,NaN
200307,FR,22,2024,48.0,-124.9648,47.9975,-124.9143,2003-07-15T04:25:00Z,2003-07-15T04:55:00Z,15.4,"bucket         ",3.4,551209,Clupea pallasii,NaN,113.0,NaN
200307,FR,23,2025,44.8683,-124.23,44.8916,-124.224,2003-07-18T03:23:00Z,2003-07-18T03:53:00Z,15.9,"bucket         ",3.6,51483,Scyphozoa,NaN,0.1,NaN
200307,FR,23,2025,44.8683,-124.23,44.8916,-124.224,2003-07-18T03:23:00Z,2003-07-18T03:53:00Z,15.9,"bucket         ",3.6,161729,Sardinops sagax,22,3.984,NaN
200307,FR,23,2025,44.8683,-124.23,44.8916,-124.224,2003-07-18T03:23:00Z,2003-07-18T03:53:00Z,15.9,"bucket         ",3.6,161828,Engraulis mordax,NaN,46.9,NaN
200307,FR,23,2025,44.8683,-124.23,44.8916,-124.224,2003-07-18T03:23:00Z,2003-07-18T03:53:00Z,15.9,"bucket         ",3.6,168586,Trachurus symmetricus,35,24.0,NaN
200307,FR,24,2026,44.8731,-124.2301,44.8215,-124.2556,2003-07-18T04:33:00Z,2003-07-18T05:03:00Z,15.6,"TSG            ",3.4,161729,Sardinops sagax,50,7.986,357.914
200307,FR,24,2026,44.8731,-124.2301,44.8215,-124.2556,2003-07-18T04:33:00Z,2003-07-18T05:03:00Z,15.6,"TSG            ",3.4,168586,Trachurus symmetricus,50,30.0,NaN
200307,FR,24,2026,44.8731,-124.2301,44.8215,-124.2556,2003-07-18T04:33:00Z,2003-07-18T05:03:00Z,15.6,"TSG            ",3.4,551209,Clupea pallasii,NaN,0.3,NaN
200307,FR,25,2027,44.8098,-124.2875,44.7745,-124.3123,2003-07-19T06:06:00Z,2003-07-19T06:36:00Z,16.1,"bucket         ",3.4,161729,Sardinops sagax,50,8.426,150.665
200307,FR,25,2027,44.8098,-124.2875,44.7745,-124.3123,2003-07-19T06:06:00Z,2003-07-19T06:36:00Z,16.1,"bucket         ",3.4,161828,Engraulis mordax,NaN,9.1,NaN
200307,FR,25,2027,44.8098,-124.2875,44.7745,-124.3123,2003-07-19T06:06:00Z,2003-07-19T06:36:00Z,16.1,"bucket         ",3.4,167123,Anoplopoma fimbria,1,0.8,NaN
200307,FR,25,2027,44.8098,-124.2875,44.7745,-124.3123,2003-07-19T06:06:00Z,2003-07-19T06:36:00Z,16.1,"bucket         ",3.4,168586,Trachurus symmetricus,30,22.7,NaN
200307,FR,25,2027,44.8098,-124.2875,44.7745,-124.3123,2003-07-19T06:06:00Z,2003-07-19T06:36:00Z,16.1,"bucket         ",3.4,172412,Scomber japonicus,1,0.15,NaN
200307,FR,26,2028,44.7206,-124.4121,44.6908,-124.4413,2003-07-18T07:43:00Z,2003-07-18T08:13:00Z,16.5,"TSG            ",3.4,161729,Sardinops sagax,50,8.174,206.8
200307,FR,26,2028,44.7206,-124.4121,44.6908,-124.4413,2003-07-18T07:43:00Z,2003-07-18T08:13:00Z,16.5,"TSG            ",3.4,161828,Engraulis mordax,50,0.5,NaN
200307,FR,26,2028,44.7206,-124.4121,44.6908,-124.4413,2003-07-18T07:43:00Z,2003-07-18T08:13:00Z,16.5,"TSG            ",3.4,168586,Trachurus symmetricus,30,22.7,NaN
200307,FR,26,2028,44.7206,-124.4121,44.6908,-124.4413,2003-07-18T07:43:00Z,2003-07-18T08:13:00Z,16.5,"TSG            ",3.4,172412,Scomber japonicus,1,0.2,NaN
200307,FR,26,2028,44.7206,-124.4121,44.6908,-124.4413,2003-07-18T07:43:00Z,2003-07-18T08:13:00Z,16.5,"TSG            ",3.4,551209,Clupea pallasii,NaN,206.8,NaN
200307,FR,27,2029,44.6425,-124.4745,44.6253,-124.4786,2003-07-18T09:24:00Z,2003-07-18T09:39:00Z,15.4,"TSG            ",3.4,161729,Sardinops sagax,50,10.155,5.754
200307,FR,27,2029,44.6425,-124.4745,44.6253,-124.4786,2003-07-18T09:24:00Z,2003-07-18T09:39:00Z,15.4,"TSG            ",3.4,168586,Trachurus symmetricus,10,8.0,NaN
200307,FR,27,2029,44.6425,-124.4745,44.6253,-124.4786,2003-07-18T09:24:00Z,2003-07-18T09:39:00Z,15.4,"TSG            ",3.4,172412,Scomber japonicus,1,0.2,NaN
200307,FR,27,2029,44.6425,-124.4745,44.6253,-124.4786,2003-07-18T09:24:00Z,2003-07-18T09:39:00Z,15.4,"TSG            ",3.4,551209,Clupea pallasii,NaN,500.0,NaN
200307,FR,28,2030,44.54,-124.5248,44.5061,-124.5348,2003-07-18T10:44:00Z,2003-07-18T11:14:00Z,15.9,"TSG            ",3.4,168586,Trachurus symmetricus,4,3.6,NaN
200307,FR,28,2030,44.54,-124.5248,44.5061,-124.5348,2003-07-18T10:44:00Z,2003-07-18T11:14:00Z,15.9,"TSG            ",3.4,551209,Clupea pallasii,5,0.45,NaN
200307,FR,29,2031,43.1501,-124.8101,43.1783,-124.802,2003-07-20T06:09:00Z,2003-07-20T06:39:00Z,14.6,"TSG            ",3.4,95496,Euphausiacea,NaN,0.45,NaN
200307,FR,29,2031,43.1501,-124.8101,43.1783,-124.802,2003-07-20T06:09:00Z,2003-07-20T06:39:00Z,14.6,"TSG            ",3.4,160424,Prionace glauca,3,95.0,NaN
200307,FR,29,2031,43.1501,-124.8101,43.1783,-124.802,2003-07-20T06:09:00Z,2003-07-20T06:39:00Z,14.6,"TSG            ",3.4,164792,Merluccius productus,101,1.3,NaN
200307,FR,29,2031,43.1501,-124.8101,43.1783,-124.802,2003-07-20T06:09:00Z,2003-07-20T06:39:00Z,14.6,"TSG            ",3.4,168586,Trachurus symmetricus,13,13.6,NaN
200307,FR,29,2031,43.1501,-124.8101,43.1783,-124.802,2003-07-20T06:09:00Z,2003-07-20T06:39:00Z,14.6,"TSG            ",3.4,172412,Scomber japonicus,5,0.1,NaN
200307,FR,30,2032,43.6876,-124.6648,43.7176,-124.6576,2003-07-19T10:25:00Z,2003-07-19T10:55:00Z,15.6,"TSG            ",3.2,202423,Animalia,NaN,32.0,NaN
200307,FR,31,2033,44.1538,-124.4996,44.1535,-124.444,2003-07-20T03:35:00Z,2003-07-20T04:05:00Z,16.9,"TSG            ",3.4,160424,Prionace glauca,1,32.0,NaN
200307,FR,31,2033,44.1538,-124.4996,44.1535,-124.444,2003-07-20T03:35:00Z,2003-07-20T04:05:00Z,16.9,"TSG            ",3.4,161729,Sardinops sagax,50,10.18,467.35
200307,FR,31,2033,44.1538,-124.4996,44.1535,-124.444,2003-07-20T03:35:00Z,2003-07-20T04:05:00Z,16.9,"TSG            ",3.4,161828,Engraulis mordax,NaN,0.1,NaN
200307,FR,31,2033,44.1538,-124.4996,44.1535,-124.444,2003-07-20T03:35:00Z,2003-07-20T04:05:00Z,16.9,"TSG            ",3.4,164792,Merluccius productus,NaN,0.8,NaN
200307,FR,31,2033,44.1538,-124.4996,44.1535,-124.444,2003-07-20T03:35:00Z,2003-07-20T04:05:00Z,16.9,"TSG            ",3.4,168586,Trachurus symmetricus,20,5.0,NaN
200307,FR,31,2033,44.1538,-124.4996,44.1535,-124.444,2003-07-20T03:35:00Z,2003-07-20T04:05:00Z,16.9,"TSG            ",3.4,172412,Scomber japonicus,7,1.5,NaN
200307,FR,32,2034,44.1466,-124.4486,44.1106,-124.4436,2003-07-20T05:50:00Z,2003-07-20T06:20:00Z,16.1,"TSG            ",3.6,161729,Sardinops sagax,50,10.3,355.6
200307,FR,32,2034,44.1466,-124.4486,44.1106,-124.4436,2003-07-20T05:50:00Z,2003-07-20T06:20:00Z,16.1,"TSG            ",3.6,161828,Engraulis mordax,NaN,1.0,NaN
200307,FR,32,2034,44.1466,-124.4486,44.1106,-124.4436,2003-07-20T05:50:00Z,2003-07-20T06:20:00Z,16.1,"TSG            ",3.6,161977,Oncorhynchus kisutch,1,0.8,NaN
200307,FR,32,2034,44.1466,-124.4486,44.1106,-124.4436,2003-07-20T05:50:00Z,2003-07-20T06:20:00Z,16.1,"TSG            ",3.6,164792,Merluccius productus,2,0.4,NaN
200307,FR,32,2034,44.1466,-124.4486,44.1106,-124.4436,2003-07-20T05:50:00Z,2003-07-20T06:20:00Z,16.1,"TSG            ",3.6,172412,Scomber japonicus,10,2.0,NaN
200307,FR,33,2035,44.0838,-124.4515,44.045,-124.4528,2003-07-20T08:07:00Z,2003-07-20T08:37:00Z,15.9,"TSG            ",3.4,82367,Teuthida,NaN,1.0,NaN
200307,FR,33,2035,44.0838,-124.4515,44.045,-124.4528,2003-07-20T08:07:00Z,2003-07-20T08:37:00Z,15.9,"TSG            ",3.4,161729,Sardinops sagax,50,11.086,493.18
200307,FR,33,2035,44.0838,-124.4515,44.045,-124.4528,2003-07-20T08:07:00Z,2003-07-20T08:37:00Z,15.9,"TSG            ",3.4,164792,Merluccius productus,10,2.0,NaN
200307,FR,33,2035,44.0838,-124.4515,44.045,-124.4528,2003-07-20T08:07:00Z,2003-07-20T08:37:00Z,15.9,"TSG            ",3.4,168586,Trachurus symmetricus,20,18.2,NaN
200307,FR,34,2036,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T10:13:00Z,2003-07-20T10:43:00Z,15.7,"TSG            ",3.4,160424,Prionace glauca,2,64.0,NaN
200307,FR,34,2036,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T10:13:00Z,2003-07-20T10:43:00Z,15.7,"TSG            ",3.4,161729,Sardinops sagax,50,1.0983,63.6
200307,FR,34,2036,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T10:13:00Z,2003-07-20T10:43:00Z,15.7,"TSG            ",3.4,164792,Merluccius productus,2,0.4,NaN
200307,FR,34,2036,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T10:13:00Z,2003-07-20T10:43:00Z,15.7,"TSG            ",3.4,168586,Trachurus symmetricus,30,22.7,NaN
200307,FR,34,2036,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T10:13:00Z,2003-07-20T10:43:00Z,15.7,"TSG            ",3.4,172412,Scomber japonicus,5,1.0,NaN
200307,FR,35,2037,43.9758,-124.4476,44.0056,-124.4491,2003-07-21T05:56:00Z,2003-07-21T06:26:00Z,15.2,"TSG            ",3.6,82367,Teuthida,NaN,2.3,NaN
200307,FR,35,2037,43.9758,-124.4476,44.0056,-124.4491,2003-07-21T05:56:00Z,2003-07-21T06:26:00Z,15.2,"TSG            ",3.6,161702,Alosa sapidissima,2,0.5,NaN
200307,FR,1,2003,42.9816,-124.8413,43.0006,-124.893,2003-07-09T03:03:00Z,2003-07-09T03:34:00Z,13.3,"bucket         ",3.5,82371,Doryteuthis (Loligo) opalescens,3,0.03,NaN
200307,FR,35,2037,43.9758,-124.4476,44.0056,-124.4491,2003-07-21T05:56:00Z,2003-07-21T06:26:00Z,15.2,"TSG            ",3.6,161729,Sardinops sagax,2,0.477,NaN
200307,FR,35,2037,43.9758,-124.4476,44.0056,-124.4491,2003-07-21T05:56:00Z,2003-07-21T06:26:00Z,15.2,"TSG            ",3.6,161828,Engraulis mordax,NaN,0.15,NaN
200307,FR,35,2037,43.9758,-124.4476,44.0056,-124.4491,2003-07-21T05:56:00Z,2003-07-21T06:26:00Z,15.2,"TSG            ",3.6,168586,Trachurus symmetricus,9,6.8,NaN
200307,FR,36,2038,44.0926,-124.4501,44.1233,-124.4525,2003-07-22T06:17:00Z,2003-07-22T06:47:00Z,15.8,"TSG            ",3.6,159713,Lampetra tridentata,1,0.1,NaN
200307,FR,36,2038,44.0926,-124.4501,44.1233,-124.4525,2003-07-22T06:17:00Z,2003-07-22T06:47:00Z,15.8,"TSG            ",3.6,160424,Prionace glauca,1,32.0,NaN
200307,FR,36,2038,44.0926,-124.4501,44.1233,-124.4525,2003-07-22T06:17:00Z,2003-07-22T06:47:00Z,15.8,"TSG            ",3.6,161729,Sardinops sagax,50,7.163,72.382
200307,FR,36,2038,44.0926,-124.4501,44.1233,-124.4525,2003-07-22T06:17:00Z,2003-07-22T06:47:00Z,15.8,"TSG            ",3.6,161828,Engraulis mordax,NaN,0.5,NaN
